HMDBP,Metabolite,direction,status
HMDBP09221,HMDB0000961,Reactand,Experimental
HMDBP09221,HMDB0060469,Reactand,Experimental
HMDBP00492,HMDB0001164,Reactand,Experimental
HMDBP00492,HMDB0000217,Reactand,Experimental
HMDBP00492,HMDB0000957,Product,Experimental
HMDBP00492,HMDB0000221,Product,Experimental
HMDBP00492,HMDB0000098,Reactand,Experimental
HMDBP00492,HMDB0011676,Product,Experimental
HMDBP00492,HMDB0059597,Product,Experimental
HMDBP00492,HMDB0060335,Reactand,Experimental
HMDBP00492,HMDB0060497,Product,Experimental
HMDBP00694,HMDB0000148,Reactand,Experimental
HMDBP00694,HMDB0002111,Reactand,Experimental
HMDBP00694,HMDB0000208,Reactand,Experimental
HMDBP00694,HMDB0000051,Reactand,Experimental
HMDBP00694,HMDB0000902,Reactand,Experimental
HMDBP00694,HMDB0000208,Product,Experimental
HMDBP00694,HMDB0000051,Product,Experimental
HMDBP00694,HMDB0001487,Product,Experimental
HMDBP00694,HMDB0059597,Product,Experimental
HMDBP00694,HMDB0000217,Reactand,Experimental
HMDBP00694,HMDB0000221,Product,Experimental
HMDBP00666,HMDB0000148,Reactand,Experimental
HMDBP00666,HMDB0002111,Reactand,Experimental
HMDBP00666,HMDB0000208,Reactand,Experimental
HMDBP00666,HMDB0000051,Reactand,Experimental
HMDBP00666,HMDB0000902,Reactand,Experimental
HMDBP00666,HMDB0000208,Product,Experimental
HMDBP00666,HMDB0000051,Product,Experimental
HMDBP00666,HMDB0001487,Product,Experimental
HMDBP00666,HMDB0059597,Product,Experimental
HMDBP00666,HMDB0000217,Reactand,Experimental
HMDBP00666,HMDB0000221,Product,Experimental
HMDBP00718,HMDB0000217,Reactand,Experimental
HMDBP00718,HMDB0000221,Reactand,Experimental
HMDBP00718,HMDB0000063,Reactand,Experimental
HMDBP00718,HMDB0002802,Product,Experimental
HMDBP00718,HMDB0000221,Product,Experimental
HMDBP00718,HMDB0059597,Product,Experimental
HMDBP00718,HMDB0001547,Reactand,Experimental
HMDBP00718,HMDB0004029,Product,Experimental
HMDBP00718,HMDB0006773,Reactand,Experimental
HMDBP00718,HMDB0006772,Product,Experimental
HMDBP00718,HMDB0000268,Reactand,Experimental
HMDBP00718,HMDB0006755,Product,Experimental
HMDBP00718,HMDB0011603,Reactand,Experimental
HMDBP00718,HMDB0059597,Reactand,Experimental
HMDBP00718,HMDB0041809,Product,Experimental
HMDBP00718,HMDB0000217,Product,Experimental
HMDBP00717,HMDB0000902,Reactand,Experimental
HMDBP00717,HMDB0001487,Reactand,Experimental
HMDBP00545,HMDB0002215,Reactand,Experimental
HMDBP00545,HMDB0001487,Reactand,Experimental
HMDBP00545,HMDB0059597,Reactand,Experimental
HMDBP00545,HMDB0000027,Product,Experimental
HMDBP00545,HMDB0000902,Product,Experimental
HMDBP00545,HMDB0000221,Reactand,Experimental
HMDBP00545,HMDB0000217,Product,Experimental
HMDBP08892,HMDB0000305,Reactand,Experimental
HMDBP08892,HMDB0000217,Reactand,Experimental
HMDBP08892,HMDB0001358,Product,Experimental
HMDBP08892,HMDB0000221,Product,Experimental
HMDBP00076,HMDB0000217,Reactand,Experimental
HMDBP00076,HMDB0000221,Reactand,Experimental
HMDBP00150,HMDB0000254,Reactand,Experimental
HMDBP00150,HMDB0001072,Reactand,Experimental
HMDBP00150,HMDB0000134,Product,Experimental
HMDBP00150,HMDB0059661,Product,Experimental
HMDBP00150,HMDB0006709,Reactand,Experimental
HMDBP00150,HMDB0001304,Product,Experimental
HMDBP00193,HMDB0000254,Reactand,Experimental
HMDBP00193,HMDB0001072,Reactand,Experimental
HMDBP00193,HMDB0000134,Product,Experimental
HMDBP00193,HMDB0059661,Product,Experimental
HMDBP00193,HMDB0006709,Reactand,Experimental
HMDBP00193,HMDB0001304,Product,Experimental
HMDBP00179,HMDB0006709,Reactand,Experimental
HMDBP00179,HMDB0000254,Reactand,Experimental
HMDBP00179,HMDB0001304,Product,Experimental
HMDBP00179,HMDB0000134,Product,Experimental
HMDBP00506,HMDB0011632,Reactand,Experimental
HMDBP00506,HMDB0000902,Reactand,Experimental
HMDBP00506,HMDB0001266,Product,Experimental
HMDBP00506,HMDB0001487,Product,Experimental
HMDBP00506,HMDB0000247,Reactand,Experimental
HMDBP00506,HMDB0000660,Product,Experimental
HMDBP00506,HMDB0059597,Product,Experimental
HMDBP09099,HMDB0000208,Reactand,Experimental
HMDBP11694,HMDB0000538,Reactand,Experimental
HMDBP11694,HMDB0002111,Reactand,Experimental
HMDBP11694,HMDB0001341,Product,Experimental
HMDBP11694,HMDB0001429,Product,Experimental
HMDBP10643,HMDB0000538,Reactand,Experimental
HMDBP10643,HMDB0002111,Reactand,Experimental
HMDBP10643,HMDB0001341,Product,Experimental
HMDBP10643,HMDB0001429,Product,Experimental
HMDBP11695,HMDB0000538,Reactand,Experimental
HMDBP11695,HMDB0002111,Reactand,Experimental
HMDBP11695,HMDB0001341,Product,Experimental
HMDBP11695,HMDB0001429,Product,Experimental
HMDBP11696,HMDB0000538,Reactand,Experimental
HMDBP11696,HMDB0002111,Reactand,Experimental
HMDBP11696,HMDB0001341,Product,Experimental
HMDBP11696,HMDB0001429,Product,Experimental
HMDBP11697,HMDB0000538,Reactand,Experimental
HMDBP11697,HMDB0002111,Reactand,Experimental
HMDBP11697,HMDB0001341,Product,Experimental
HMDBP11697,HMDB0001429,Product,Experimental
HMDBP11698,HMDB0000538,Reactand,Experimental
HMDBP11698,HMDB0002111,Reactand,Experimental
HMDBP11698,HMDB0001341,Product,Experimental
HMDBP11698,HMDB0001429,Product,Experimental
HMDBP11699,HMDB0000538,Reactand,Experimental
HMDBP11699,HMDB0002111,Reactand,Experimental
HMDBP11699,HMDB0001341,Product,Experimental
HMDBP11699,HMDB0001429,Product,Experimental
HMDBP11700,HMDB0000538,Reactand,Experimental
HMDBP11700,HMDB0002111,Reactand,Experimental
HMDBP11700,HMDB0001341,Product,Experimental
HMDBP11700,HMDB0001429,Product,Experimental
HMDBP11701,HMDB0000538,Reactand,Experimental
HMDBP11701,HMDB0002111,Reactand,Experimental
HMDBP11701,HMDB0001341,Product,Experimental
HMDBP11701,HMDB0001429,Product,Experimental
HMDBP11702,HMDB0000538,Reactand,Experimental
HMDBP11702,HMDB0002111,Reactand,Experimental
HMDBP11702,HMDB0001341,Product,Experimental
HMDBP11702,HMDB0001429,Product,Experimental
HMDBP11703,HMDB0000538,Reactand,Experimental
HMDBP11703,HMDB0002111,Reactand,Experimental
HMDBP11703,HMDB0001341,Product,Experimental
HMDBP11703,HMDB0001429,Product,Experimental
HMDBP11704,HMDB0000538,Reactand,Experimental
HMDBP11704,HMDB0002111,Reactand,Experimental
HMDBP11704,HMDB0001341,Product,Experimental
HMDBP11704,HMDB0001429,Product,Experimental
HMDBP11705,HMDB0000538,Reactand,Experimental
HMDBP11705,HMDB0002111,Reactand,Experimental
HMDBP11705,HMDB0001341,Product,Experimental
HMDBP11705,HMDB0001429,Product,Experimental
HMDBP11706,HMDB0000538,Reactand,Experimental
HMDBP11706,HMDB0002111,Reactand,Experimental
HMDBP11706,HMDB0001341,Product,Experimental
HMDBP11706,HMDB0001429,Product,Experimental
HMDBP11707,HMDB0000538,Reactand,Experimental
HMDBP11707,HMDB0002111,Reactand,Experimental
HMDBP11707,HMDB0001341,Product,Experimental
HMDBP11707,HMDB0001429,Product,Experimental
HMDBP00219,HMDB0001257,Reactand,Experimental
HMDBP00219,HMDB0000002,Reactand,Experimental
HMDBP11708,HMDB0001185,Reactand,Experimental
HMDBP11708,HMDB0000939,Reactand,Experimental
HMDBP00054,HMDB0000902,Reactand,Experimental
HMDBP00054,HMDB0001487,Reactand,Experimental
HMDBP00054,HMDB0000985,Reactand,Experimental
HMDBP00054,HMDB0000962,Product,Experimental
HMDBP00054,HMDB0001487,Product,Experimental
HMDBP00054,HMDB0059597,Product,Experimental
HMDBP11709,HMDB0000961,Reactand,Experimental
HMDBP11709,HMDB0001347,Reactand,Experimental
HMDBP11709,HMDB0000250,Product,Experimental
HMDBP11709,HMDB0059616,Product,Experimental
HMDBP11710,HMDB0000538,Reactand,Experimental
HMDBP11710,HMDB0002111,Reactand,Experimental
HMDBP11710,HMDB0001341,Product,Experimental
HMDBP11710,HMDB0001429,Product,Experimental
HMDBP00660,HMDB0000538,Reactand,Experimental
HMDBP00660,HMDB0000045,Reactand,Experimental
HMDBP00660,HMDB0000250,Reactand,Experimental
HMDBP00607,HMDB0000538,Reactand,Experimental
HMDBP00607,HMDB0000045,Reactand,Experimental
HMDBP00607,HMDB0000250,Reactand,Experimental
HMDBP00588,HMDB0000538,Reactand,Experimental
HMDBP00588,HMDB0000045,Reactand,Experimental
HMDBP00588,HMDB0000250,Reactand,Experimental
HMDBP08349,HMDB0001273,Reactand,Experimental
HMDBP08349,HMDB0002111,Reactand,Experimental
HMDBP08349,HMDB0001201,Product,Experimental
HMDBP08349,HMDB0001429,Product,Experimental
HMDBP00416,HMDB0001185,Reactand,Experimental
HMDBP00416,HMDB0000939,Reactand,Experimental
HMDBP02251,HMDB0001185,Reactand,Experimental
HMDBP02251,HMDB0000939,Reactand,Experimental
HMDBP09943,HMDB0001185,Reactand,Experimental
HMDBP09943,HMDB0000939,Reactand,Experimental
HMDBP05712,HMDB0001185,Reactand,Experimental
HMDBP05712,HMDB0000939,Reactand,Experimental
HMDBP11711,HMDB0059654,Reactand,Experimental
HMDBP09193,HMDB0001377,Reactand,Experimental
HMDBP09193,HMDB0002111,Reactand,Experimental
HMDBP09153,HMDB0000082,Reactand,Experimental
HMDBP09153,HMDB0001546,Reactand,Experimental
HMDBP09153,HMDB0005176,Product,Experimental
HMDBP10106,HMDB0011622,Reactand,Experimental
HMDBP10106,HMDB0004058,Product,Experimental
HMDBP00253,HMDB0000073,Reactand,Experimental
HMDBP00253,HMDB0000044,Reactand,Experimental
HMDBP00253,HMDB0001377,Reactand,Experimental
HMDBP00253,HMDB0000216,Product,Experimental
HMDBP00253,HMDB0001264,Product,Experimental
HMDBP00253,HMDB0002111,Product,Experimental
HMDBP01590,HMDB0001513,Reactand,Experimental
HMDBP01590,HMDB0002111,Reactand,Experimental
HMDBP01590,HMDB0005176,Product,Experimental
HMDBP01590,HMDB0001429,Product,Experimental
HMDBP00402,HMDB0001185,Reactand,Experimental
HMDBP00402,HMDB0000939,Reactand,Experimental
HMDBP00407,HMDB0001185,Reactand,Experimental
HMDBP00407,HMDB0011655,Reactand,Experimental
HMDBP00407,HMDB0000939,Product,Experimental
HMDBP00407,HMDB0059617,Product,Experimental
HMDBP11712,HMDB0000538,Reactand,Experimental
HMDBP11712,HMDB0060474,Reactand,Experimental
HMDBP11712,HMDB0000051,Reactand,Experimental
HMDBP11712,HMDB0001341,Product,Experimental
HMDBP11712,HMDB0001429,Product,Experimental
HMDBP11712,HMDB0060473,Product,Experimental
HMDBP00384,HMDB0001163,Reactand,Experimental
HMDBP00384,HMDB0005176,Reactand,Experimental
HMDBP00384,HMDB0001201,Product,Experimental
HMDBP00384,HMDB0012218,Product,Experimental
HMDBP00384,HMDB0000994,Product,Experimental
HMDBP11713,HMDB0001163,Reactand,Experimental
HMDBP11713,HMDB0005176,Reactand,Experimental
HMDBP11713,HMDB0001201,Product,Experimental
HMDBP11713,HMDB0000994,Product,Experimental
HMDBP11714,HMDB0001163,Reactand,Experimental
HMDBP11714,HMDB0005176,Reactand,Experimental
HMDBP11714,HMDB0001201,Product,Experimental
HMDBP11714,HMDB0000994,Product,Experimental
HMDBP00958,HMDB0000250,Reactand,Experimental
HMDBP00958,HMDB0001532,Reactand,Experimental
HMDBP00958,HMDB0001440,Reactand,Experimental
HMDBP00958,HMDB0000998,Reactand,Experimental
HMDBP00958,HMDB0001342,Reactand,Experimental
HMDBP11715,HMDB0000250,Reactand,Experimental
HMDBP11715,HMDB0001532,Reactand,Experimental
HMDBP11715,HMDB0001440,Reactand,Experimental
HMDBP11715,HMDB0000998,Reactand,Experimental
HMDBP11715,HMDB0001342,Reactand,Experimental
HMDBP00961,HMDB0000250,Reactand,Experimental
HMDBP00961,HMDB0001532,Reactand,Experimental
HMDBP00961,HMDB0001440,Reactand,Experimental
HMDBP00961,HMDB0000998,Reactand,Experimental
HMDBP00961,HMDB0001342,Reactand,Experimental
HMDBP00970,HMDB0000250,Reactand,Experimental
HMDBP00970,HMDB0001532,Reactand,Experimental
HMDBP00970,HMDB0001440,Reactand,Experimental
HMDBP00970,HMDB0000998,Reactand,Experimental
HMDBP00970,HMDB0001342,Reactand,Experimental
HMDBP00966,HMDB0000250,Reactand,Experimental
HMDBP00966,HMDB0001532,Reactand,Experimental
HMDBP00966,HMDB0001440,Reactand,Experimental
HMDBP00966,HMDB0000998,Reactand,Experimental
HMDBP00966,HMDB0001342,Reactand,Experimental
HMDBP00956,HMDB0000250,Reactand,Experimental
HMDBP00956,HMDB0001532,Reactand,Experimental
HMDBP00956,HMDB0001440,Reactand,Experimental
HMDBP00956,HMDB0000998,Reactand,Experimental
HMDBP00956,HMDB0001342,Reactand,Experimental
HMDBP00968,HMDB0000250,Reactand,Experimental
HMDBP11716,HMDB0000250,Reactand,Experimental
HMDBP00951,HMDB0000250,Reactand,Experimental
HMDBP00951,HMDB0001532,Reactand,Experimental
HMDBP00951,HMDB0001440,Reactand,Experimental
HMDBP00951,HMDB0000998,Reactand,Experimental
HMDBP00951,HMDB0001342,Reactand,Experimental
HMDBP00950,HMDB0000250,Reactand,Experimental
HMDBP00955,HMDB0000250,Reactand,Experimental
HMDBP00964,HMDB0000250,Reactand,Experimental
HMDBP11717,HMDB0000250,Reactand,Experimental
HMDBP09384,HMDB0000250,Reactand,Experimental
HMDBP00959,HMDB0000250,Reactand,Experimental
HMDBP11718,HMDB0000961,Reactand,Experimental
HMDBP11718,HMDB0001347,Reactand,Experimental
HMDBP11718,HMDB0000250,Product,Experimental
HMDBP11718,HMDB0059616,Product,Experimental
HMDBP00727,HMDB0000076,Reactand,Experimental
HMDBP00727,HMDB0000217,Reactand,Experimental
HMDBP00727,HMDB0000300,Product,Experimental
HMDBP00727,HMDB0000221,Product,Experimental
HMDBP00727,HMDB0059597,Product,Experimental
HMDBP00727,HMDB0000079,Reactand,Experimental
HMDBP00727,HMDB0000262,Product,Experimental
HMDBP00727,HMDB0014684,Reactand,Experimental
HMDBP00727,HMDB0000221,Reactand,Experimental
HMDBP00727,HMDB0059597,Reactand,Experimental
HMDBP00727,HMDB0060402,Product,Experimental
HMDBP00727,HMDB0000217,Product,Experimental
HMDBP00543,HMDB0000076,Reactand,Experimental
HMDBP00543,HMDB0002111,Reactand,Experimental
HMDBP00543,HMDB0000026,Product,Experimental
HMDBP00543,HMDB0000079,Reactand,Experimental
HMDBP00543,HMDB0002031,Product,Experimental
HMDBP00543,HMDB0060402,Reactand,Experimental
HMDBP00543,HMDB0060435,Product,Experimental
HMDBP11719,HMDB0000538,Reactand,Experimental
HMDBP11719,HMDB0002111,Reactand,Experimental
HMDBP11719,HMDB0001341,Product,Experimental
HMDBP11719,HMDB0001429,Product,Experimental
HMDBP09166,HMDB0060454,Reactand,Experimental
HMDBP09166,HMDB0060470,Product,Experimental
HMDBP07070,HMDB0001377,Reactand,Experimental
HMDBP07070,HMDB0003125,Reactand,Experimental
HMDBP03091,HMDB0001377,Reactand,Experimental
HMDBP03091,HMDB0003125,Reactand,Experimental
HMDBP11720,HMDB0002111,Reactand,Experimental
HMDBP11720,HMDB0001429,Reactand,Experimental
HMDBP08903,HMDB0002111,Reactand,Experimental
HMDBP08903,HMDB0001429,Reactand,Experimental
HMDBP08904,HMDB0002111,Reactand,Experimental
HMDBP08904,HMDB0001429,Reactand,Experimental
HMDBP08905,HMDB0002111,Reactand,Experimental
HMDBP08905,HMDB0001429,Reactand,Experimental
HMDBP09423,HMDB0002111,Reactand,Experimental
HMDBP09423,HMDB0001429,Reactand,Experimental
HMDBP09424,HMDB0002111,Reactand,Experimental
HMDBP09424,HMDB0001429,Reactand,Experimental
HMDBP08906,HMDB0002111,Reactand,Experimental
HMDBP08906,HMDB0001429,Reactand,Experimental
HMDBP08839,HMDB0002111,Reactand,Experimental
HMDBP08839,HMDB0001429,Reactand,Experimental
HMDBP08907,HMDB0002111,Reactand,Experimental
HMDBP08907,HMDB0001429,Reactand,Experimental
HMDBP08908,HMDB0002111,Reactand,Experimental
HMDBP08908,HMDB0001429,Reactand,Experimental
HMDBP09430,HMDB0002111,Reactand,Experimental
HMDBP09430,HMDB0001429,Reactand,Experimental
HMDBP11721,HMDB0002111,Reactand,Experimental
HMDBP11721,HMDB0001429,Reactand,Experimental
HMDBP11722,HMDB0002111,Reactand,Experimental
HMDBP11722,HMDB0001429,Reactand,Experimental
HMDBP11723,HMDB0002111,Reactand,Experimental
HMDBP11723,HMDB0001429,Reactand,Experimental
HMDBP08909,HMDB0002111,Reactand,Experimental
HMDBP08909,HMDB0001429,Reactand,Experimental
HMDBP02816,HMDB0002111,Reactand,Experimental
HMDBP02816,HMDB0001429,Reactand,Experimental
HMDBP08910,HMDB0002111,Reactand,Experimental
HMDBP08910,HMDB0001429,Reactand,Experimental
HMDBP08911,HMDB0002111,Reactand,Experimental
HMDBP08911,HMDB0001429,Reactand,Experimental
HMDBP08912,HMDB0002111,Reactand,Experimental
HMDBP08912,HMDB0001429,Reactand,Experimental
HMDBP08913,HMDB0002111,Reactand,Experimental
HMDBP08913,HMDB0001429,Reactand,Experimental
HMDBP08914,HMDB0002111,Reactand,Experimental
HMDBP08914,HMDB0001429,Reactand,Experimental
HMDBP08915,HMDB0002111,Reactand,Experimental
HMDBP08915,HMDB0001429,Reactand,Experimental
HMDBP08916,HMDB0002111,Reactand,Experimental
HMDBP08916,HMDB0001429,Reactand,Experimental
HMDBP00432,HMDB0001191,Reactand,Experimental
HMDBP00432,HMDB0002111,Reactand,Experimental
HMDBP00432,HMDB0001409,Product,Experimental
HMDBP00432,HMDB0000250,Product,Experimental
HMDBP11724,HMDB0000538,Reactand,Experimental
HMDBP11724,HMDB0002111,Reactand,Experimental
HMDBP11724,HMDB0001341,Product,Experimental
HMDBP11724,HMDB0001429,Product,Experimental
HMDBP10642,HMDB0000538,Reactand,Experimental
HMDBP10642,HMDB0002111,Reactand,Experimental
HMDBP10642,HMDB0001341,Product,Experimental
HMDBP10642,HMDB0001429,Product,Experimental
HMDBP08363,HMDB0001273,Reactand,Experimental
HMDBP08363,HMDB0002111,Reactand,Experimental
HMDBP08363,HMDB0001201,Product,Experimental
HMDBP08363,HMDB0001429,Product,Experimental
HMDBP08364,HMDB0001273,Reactand,Experimental
HMDBP08364,HMDB0002111,Reactand,Experimental
HMDBP08364,HMDB0001201,Product,Experimental
HMDBP08364,HMDB0001429,Product,Experimental
HMDBP08365,HMDB0001273,Reactand,Experimental
HMDBP08365,HMDB0002111,Reactand,Experimental
HMDBP08365,HMDB0001201,Product,Experimental
HMDBP08365,HMDB0001429,Product,Experimental
HMDBP11725,HMDB0001846,Reactand,Experimental
HMDBP11725,HMDB0000217,Reactand,Experimental
HMDBP11725,HMDB0001056,Product,Experimental
HMDBP11725,HMDB0000221,Product,Experimental
HMDBP11725,HMDB0000902,Reactand,Experimental
HMDBP11725,HMDB0001487,Product,Experimental
HMDBP11725,HMDB0059597,Product,Experimental
HMDBP11725,HMDB0000121,Product,Experimental
HMDBP11725,HMDB0001056,Reactand,Experimental
HMDBP00790,HMDB0001846,Reactand,Experimental
HMDBP00790,HMDB0000217,Reactand,Experimental
HMDBP00790,HMDB0001056,Product,Experimental
HMDBP00790,HMDB0000221,Product,Experimental
HMDBP00790,HMDB0000902,Reactand,Experimental
HMDBP00790,HMDB0001487,Product,Experimental
HMDBP00790,HMDB0059597,Product,Experimental
HMDBP00790,HMDB0000121,Product,Experimental
HMDBP00790,HMDB0001056,Reactand,Experimental
HMDBP00949,HMDB0001170,Reactand,Experimental
HMDBP00949,HMDB0006841,Product,Experimental
HMDBP00949,HMDB0006271,Reactand,Experimental
HMDBP00949,HMDB0006842,Product,Experimental
HMDBP00949,HMDB0006845,Reactand,Experimental
HMDBP00949,HMDB0006846,Product,Experimental
HMDBP00389,HMDB0002111,Reactand,Experimental
HMDBP00389,HMDB0000902,Reactand,Experimental
HMDBP00389,HMDB0001487,Reactand,Experimental
HMDBP00389,HMDB0059597,Product,Experimental
HMDBP00389,HMDB0001166,Reactand,Experimental
HMDBP00389,HMDB0002009,Product,Experimental
HMDBP00389,HMDB0002111,Product,Experimental
HMDBP00389,HMDB0006807,Reactand,Experimental
HMDBP00389,HMDB0002307,Product,Experimental
HMDBP00389,HMDB0006870,Reactand,Experimental
HMDBP00389,HMDB0001493,Product,Experimental
HMDBP00389,HMDB0003936,Reactand,Experimental
HMDBP00389,HMDB0003712,Product,Experimental
HMDBP00389,HMDB0001356,Reactand,Experimental
HMDBP00389,HMDB0002054,Product,Experimental
HMDBP00389,HMDB0001011,Reactand,Experimental
HMDBP00389,HMDB0001052,Product,Experimental
HMDBP00389,HMDB0003932,Reactand,Experimental
HMDBP00389,HMDB0006402,Product,Experimental
HMDBP00389,HMDB0001487,Product,Experimental
HMDBP00389,HMDB0003945,Product,Experimental
HMDBP00389,HMDB0003934,Reactand,Experimental
HMDBP00389,HMDB0003935,Product,Experimental
HMDBP00389,HMDB0003946,Product,Experimental
HMDBP00389,HMDB0003937,Product,Experimental
HMDBP00389,HMDB0003938,Reactand,Experimental
HMDBP00389,HMDB0003939,Product,Experimental
HMDBP00389,HMDB0003948,Product,Experimental
HMDBP00389,HMDB0003940,Reactand,Experimental
HMDBP00389,HMDB0003941,Product,Experimental
HMDBP00389,HMDB0003949,Product,Experimental
HMDBP00389,HMDB0003942,Reactand,Experimental
HMDBP00389,HMDB0003943,Product,Experimental
HMDBP00389,HMDB0003944,Product,Experimental
HMDBP00389,HMDB0002009,Reactand,Experimental
HMDBP00389,HMDB0001166,Product,Experimental
HMDBP00389,HMDB0060392,Reactand,Experimental
HMDBP00389,HMDB0012475,Product,Experimental
HMDBP00389,HMDB0060312,Reactand,Experimental
HMDBP00389,HMDB0006260,Product,Experimental
HMDBP00389,HMDB0060313,Product,Experimental
HMDBP00389,HMDB0060314,Reactand,Experimental
HMDBP00389,HMDB0060308,Product,Experimental
HMDBP00389,HMDB0060315,Product,Experimental
HMDBP00048,HMDB0001206,Reactand,Experimental
HMDBP00048,HMDB0001423,Reactand,Experimental
HMDBP00048,HMDB0001022,Reactand,Experimental
HMDBP00048,HMDB0001423,Product,Experimental
HMDBP00048,HMDB0060378,Product,Experimental
HMDBP00048,HMDB0001275,Reactand,Experimental
HMDBP00048,HMDB0001157,Product,Experimental
HMDBP00048,HMDB0001088,Reactand,Experimental
HMDBP00048,HMDB0003943,Product,Experimental
HMDBP00048,HMDB0001070,Reactand,Experimental
HMDBP00048,HMDB0003939,Product,Experimental
HMDBP00048,HMDB0003571,Reactand,Experimental
HMDBP00048,HMDB0003935,Product,Experimental
HMDBP00048,HMDB0001521,Reactand,Experimental
HMDBP00048,HMDB0006402,Product,Experimental
HMDBP00048,HMDB0006292,Reactand,Experimental
HMDBP00048,HMDB0002159,Product,Experimental
HMDBP00048,HMDB0006404,Reactand,Experimental
HMDBP00048,HMDB0003937,Product,Experimental
HMDBP00048,HMDB0002845,Reactand,Experimental
HMDBP00048,HMDB0003941,Product,Experimental
HMDBP11726,HMDB0059619,Reactand,Experimental
HMDBP11726,HMDB0001088,Product,Experimental
HMDBP11726,HMDB0002310,Reactand,Experimental
HMDBP11726,HMDB0001275,Product,Experimental
HMDBP00388,HMDB0002111,Reactand,Experimental
HMDBP00388,HMDB0001166,Reactand,Experimental
HMDBP00388,HMDB0002009,Product,Experimental
HMDBP00388,HMDB0002111,Product,Experimental
HMDBP00388,HMDB0006807,Reactand,Experimental
HMDBP00388,HMDB0002307,Product,Experimental
HMDBP00388,HMDB0006870,Reactand,Experimental
HMDBP00388,HMDB0001493,Product,Experimental
HMDBP00388,HMDB0003936,Reactand,Experimental
HMDBP00388,HMDB0003712,Product,Experimental
HMDBP00388,HMDB0001356,Reactand,Experimental
HMDBP00388,HMDB0002054,Product,Experimental
HMDBP00388,HMDB0001011,Reactand,Experimental
HMDBP00388,HMDB0001052,Product,Experimental
HMDBP00388,HMDB0003932,Reactand,Experimental
HMDBP00388,HMDB0003945,Product,Experimental
HMDBP00388,HMDB0003934,Reactand,Experimental
HMDBP00388,HMDB0003946,Product,Experimental
HMDBP00388,HMDB0003938,Reactand,Experimental
HMDBP00388,HMDB0003948,Product,Experimental
HMDBP00388,HMDB0003940,Reactand,Experimental
HMDBP00388,HMDB0003949,Product,Experimental
HMDBP00388,HMDB0003942,Reactand,Experimental
HMDBP00388,HMDB0003944,Product,Experimental
HMDBP00388,HMDB0002009,Reactand,Experimental
HMDBP00388,HMDB0001166,Product,Experimental
HMDBP00388,HMDB0060392,Reactand,Experimental
HMDBP00388,HMDB0012475,Product,Experimental
HMDBP00380,HMDB0002111,Reactand,Experimental
HMDBP00380,HMDB0003712,Reactand,Experimental
HMDBP00380,HMDB0000902,Reactand,Experimental
HMDBP00380,HMDB0001487,Reactand,Experimental
HMDBP00380,HMDB0001166,Reactand,Experimental
HMDBP00380,HMDB0001484,Product,Experimental
HMDBP00380,HMDB0001487,Product,Experimental
HMDBP00380,HMDB0059597,Product,Experimental
HMDBP00380,HMDB0002009,Product,Experimental
HMDBP00380,HMDB0002111,Product,Experimental
HMDBP00380,HMDB0006807,Reactand,Experimental
HMDBP00380,HMDB0002307,Product,Experimental
HMDBP00380,HMDB0006870,Reactand,Experimental
HMDBP00380,HMDB0001493,Product,Experimental
HMDBP00380,HMDB0003936,Reactand,Experimental
HMDBP00380,HMDB0003712,Product,Experimental
HMDBP00380,HMDB0001356,Reactand,Experimental
HMDBP00380,HMDB0001157,Product,Experimental
HMDBP00380,HMDB0002054,Product,Experimental
HMDBP00380,HMDB0001011,Reactand,Experimental
HMDBP00380,HMDB0001052,Product,Experimental
HMDBP00380,HMDB0003932,Reactand,Experimental
HMDBP00380,HMDB0006402,Product,Experimental
HMDBP00380,HMDB0003945,Product,Experimental
HMDBP00380,HMDB0003934,Reactand,Experimental
HMDBP00380,HMDB0003935,Product,Experimental
HMDBP00380,HMDB0003946,Product,Experimental
HMDBP00380,HMDB0003937,Product,Experimental
HMDBP00380,HMDB0003938,Reactand,Experimental
HMDBP00380,HMDB0003939,Product,Experimental
HMDBP00380,HMDB0003948,Product,Experimental
HMDBP00380,HMDB0003940,Reactand,Experimental
HMDBP00380,HMDB0003941,Product,Experimental
HMDBP00380,HMDB0003949,Product,Experimental
HMDBP00380,HMDB0003942,Reactand,Experimental
HMDBP00380,HMDB0003943,Product,Experimental
HMDBP00380,HMDB0003944,Product,Experimental
HMDBP00380,HMDB0003952,Reactand,Experimental
HMDBP00380,HMDB0011123,Product,Experimental
HMDBP00380,HMDB0000023,Reactand,Experimental
HMDBP00380,HMDB0002217,Product,Experimental
HMDBP00380,HMDB0002009,Reactand,Experimental
HMDBP00380,HMDB0001166,Product,Experimental
HMDBP00380,HMDB0012475,Reactand,Experimental
HMDBP00380,HMDB0060378,Product,Experimental
HMDBP00380,HMDB0060392,Reactand,Experimental
HMDBP00380,HMDB0012475,Product,Experimental
HMDBP03314,HMDB0003712,Reactand,Experimental
HMDBP03314,HMDB0003952,Reactand,Experimental
HMDBP03314,HMDB0011123,Product,Experimental
HMDBP07372,HMDB0003712,Reactand,Experimental
HMDBP07372,HMDB0003952,Reactand,Experimental
HMDBP07372,HMDB0011123,Product,Experimental
HMDBP09210,HMDB0000208,Reactand,Experimental
HMDBP09210,HMDB0001377,Reactand,Experimental
HMDBP09210,HMDB0000254,Reactand,Experimental
HMDBP09211,HMDB0000208,Reactand,Experimental
